anio_insc;prov_insc;cau_div;dur_mat;edad_hom;p_etnica_hom;niv_insth;area_resh;edad_muj;p_etnica_muj;niv_instm;area_resm
2;Manabí;MUTUO ACUERDO;1;42;6;1;1;24;6;1;11
2;Pichincha;MUTUO ACUERDO;14;38;6;1;1;33;6;1;11
2;Pichincha;MUTUO ACUERDO;3;35;6;5;1;31;6;9;11
2;Pichincha;MUTUO ACUERDO;14;36;6;1;1;34;6;1;11
2;Cotopaxi;MUTUO ACUERDO;10;31;6;4;1;27;6;3;11
2;Tungurahua;ABANDONO;8;31;6;4;1;24;6;4;11
2;Chimborazo;ABANDONO;22;53;6;4;1;57;6;4;11
2;Pichincha;ABANDONO;3;55;6;8;1;36;6;1;11
2;Pichincha;MUTUO ACUERDO;19;55;6;1;1;45;6;1;11
2;Chimborazo;MUTUO ACUERDO;0;53;Afroecuatoriano/Afrodescendiente;4;1;34;6;3;11
2;Chimborazo;ABANDONO;23;45;6;3;1;47;6;9;11
2;Chimborazo;MUTUO ACUERDO;25;50;6;3;1;54;6;3;11
2;Chimborazo;MUTUO ACUERDO;27;49;6;3;1;46;6;3;11
2;Chimborazo;ABANDONO;16;40;6;3;1;33;6;3;11
2;Chimborazo;MUTUO ACUERDO;15;43;6;8;1;38;6;9;11
2;Chimborazo;MUTUO ACUERDO;15;43;6;1;0;53;6;1;11
2;Chimborazo;MUTUO ACUERDO;21;39;6;2;1;40;6;2;11
2;Zamora Chinchipe;MUTUO ACUERDO;25;66;6;4;1;73;6;4;11
2;Loja;ABANDONO;37;60;6;3;1;58;6;1;11
2;El Oro;ABANDONO;31;55;6;3;1;51;6;3;11
2;El Oro;ABANDONO;14;48;6;3;1;40;6;9;10
2;Pichincha;MUTUO ACUERDO;14;46;6;1;0;41;6;1;10
2;El Oro;ABANDONO;5;41;6;3;1;31;6;3;11
2;El Oro;ABANDONO;8;37;6;4;1;36;6;3;11
2;El Oro;MUTUO ACUERDO;3;32;6;9;1;28;6;9;11
2;El Oro;MUTUO ACUERDO;10;34;6;9;1;33;6;9;11
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;1;28;6;9;1;26;6;2;11
2;El Oro;MUTUO ACUERDO;2;21;6;1;1;21;6;9;11
2;El Oro;ABANDONO;24;51;6;4;1;44;6;3;11
2;Esmeraldas;MUTUO ACUERDO;45;68;6;9;1;63;6;1;11
2;Esmeraldas;MUTUO ACUERDO;25;54;6;1;1;54;4;1;11
2;Imbabura;ABANDONO;10;52;6;3;1;46;6;3;11
2;Esmeraldas;ADULTERIO;5;52;Montubio;9;1;49;6;9;11
2;Guayas;ABANDONO;23;58;6;3;1;53;6;3;11
2;Santa Elena;ABANDONO;25;49;5;1;1;45;6;1;11
2;Guayas;MUTUO ACUERDO;17;51;6;3;1;42;6;2;11
2;Guayas;MUTUO ACUERDO;28;52;6;3;1;48;6;3;11
2;Guayas;MUTUO ACUERDO;17;52;6;3;1;42;6;3;11
2;Guayas;MUTUO ACUERDO;10;46;6;4;1;44;6;3;11
2;Guayas;MUTUO ACUERDO;20;47;6;3;1;49;6;3;11
2;Guayas;MUTUO ACUERDO;27;51;6;3;1;54;6;3;11
2;Guayas;MUTUO ACUERDO;24;50;6;3;1;45;6;3;11
2;Galápagos;MUTUO ACUERDO;19;46;6;3;1;42;6;1;11
2;Guayas;MUTUO ACUERDO;22;50;6;3;1;41;6;3;11
2;Guayas;ABANDONO;16;45;6;3;1;44;6;3;11
2;Guayas;MUTUO ACUERDO;27;45;6;3;1;51;9;5;11
2;Guayas;MUTUO ACUERDO;6;47;6;9;1;52;6;9;11
2;Guayas;MUTUO ACUERDO;11;42;6;3;1;46;6;3;11
2;Guayas;ABANDONO;6;44;6;9;1;36;8;1;11
2;Guayas;ABANDONO;17;45;6;3;1;37;6;3;11
2;Guayas;MUTUO ACUERDO;3;38;6;9;1;43;6;9;11
2;Guayas;MUTUO ACUERDO;18;42;6;3;1;40;6;3;11
2;Guayas;MUTUO ACUERDO;22;44;6;1;1;42;6;3;11
2;Guayas;MUTUO ACUERDO;1;39;9;2;1;38;9;2;11
2;Pichincha;MUTUO ACUERDO;18;41;6;4;1;39;6;2;11
2;Guayas;MUTUO ACUERDO;22;43;6;3;1;40;6;3;11
2;Guayas;MUTUO ACUERDO;6;40;6;1;1;41;6;3;11
2;Guayas;MUTUO ACUERDO;10;39;6;3;1;38;6;3;11
2;Guayas;MUTUO ACUERDO;4;39;6;2;1;35;6;1;11
2;Santa Elena;MUTUO ACUERDO;14;36;6;1;1;35;6;1;11
2;Azuay;MUTUO ACUERDO;8;31;6;3;1;38;6;9;10
2;Guayas;MUTUO ACUERDO;6;29;6;2;1;26;6;2;11
2;El Oro;MUTUO ACUERDO;11;32;6;4;1;29;6;4;11
2;Guayas;MUTUO ACUERDO;1;33;6;3;1;35;6;3;11
2;El Oro;MUTUO ACUERDO;6;30;6;3;1;29;6;3;11
2;Santa Elena;MUTUO ACUERDO;10;31;6;1;1;27;6;1;11
2;Guayas;ABANDONO;14;54;8;3;1;38;6;3;11
2;Guayas;MUTUO ACUERDO;7;32;6;3;1;30;6;3;11
2;Santa Elena;MUTUO ACUERDO;4;28;6;8;1;24;6;9;11
2;Guayas;MUTUO ACUERDO;3;27;6;9;1;22;6;1;11
2;Guayas;MUTUO ACUERDO;6;26;6;1;1;27;6;1;11
2;Imbabura;ABANDONO;24;44;6;4;1;41;6;4;11
2;Imbabura;MUTUO ACUERDO;29;54;6;4;1;49;6;4;11
2;Imbabura;MUTUO ACUERDO;15;52;6;4;1;41;6;4;11
2;Imbabura;MUTUO ACUERDO;31;51;6;2;1;53;6;2;11
2;Imbabura;MUTUO ACUERDO;17;42;6;7;1;40;6;7;11
2;Imbabura;ABANDONO;9;30;6;4;1;31;6;4;11
2;Loja;ABANDONO;37;71;6;4;1;66;6;4;11
2;El Oro;ABANDONO;17;45;6;3;1;40;6;3;11
2;Loja;ABANDONO;22;48;6;9;0;47;6;9;11
2;El Oro;MUTUO ACUERDO;19;46;6;3;1;38;6;4;11
2;Pichincha;ABANDONO;19;44;6;1;1;43;6;8;11
2;Loja;ABANDONO;15;33;6;4;0;38;6;4;10
2;Pichincha;ABANDONO;10;34;6;1;0;47;6;1;10
2;Manabí;MUTUO ACUERDO;6;36;6;1;1;27;6;1;11
2;Manabí;MUTUO ACUERDO;28;58;5;1;1;50;5;1;11
2;Manabí;MUTUO ACUERDO;20;40;6;8;1;38;6;9;11
2;Manabí;MUTUO ACUERDO;19;46;6;2;1;49;6;1;11
2;Galápagos;MUTUO ACUERDO;8;42;6;4;1;33;6;2;11
2;Manabí;MUTUO ACUERDO;22;43;6;1;1;38;6;1;11
2;Manabí;ABANDONO;24;50;6;4;1;40;6;2;11
2;Manabí;FALTA DE ARMONIA;8;32;6;9;1;33;6;9;11
2;Pichincha;MUTUO ACUERDO;19;39;6;1;1;43;6;2;11
2;Manabí;MUTUO ACUERDO;2;41;6;1;1;36;6;1;11
2;Pichincha;MUTUO ACUERDO;2;33;6;2;1;29;6;2;11
2;Manabí;MUTUO ACUERDO;11;34;6;9;1;31;6;9;11
2;Pichincha;MUTUO ACUERDO;13;34;6;8;1;29;6;9;11
2;Manabí;MUTUO ACUERDO;9;31;6;9;1;29;6;1;11
2;Manabí;MUTUO ACUERDO;5;31;6;2;1;27;6;1;11
2;Manabí;MUTUO ACUERDO;9;29;6;3;1;28;6;1;11
2;Manabí;ABANDONO;10;28;5;3;1;28;5;3;11
2;Manabí;MUTUO ACUERDO;7;26;6;2;1;22;6;1;11
2;Manabí;ABANDONO;4;23;6;1;1;21;6;1;11
2;Cañar;MUTUO ACUERDO;19;44;6;4;1;37;6;4;11
2;Orellana;MUTUO ACUERDO;24;47;6;1;1;43;6;1;11
2;Cañar;MUTUO ACUERDO;9;32;6;4;0;24;6;1;11
2;Tungurahua;ABANDONO;7;28;6;2;1;27;6;2;10
2;Pichincha;MUTUO ACUERDO;20;71;6;9;1;75;6;1;11
2;Pichincha;MUTUO ACUERDO;52;73;6;2;1;73;6;4;11
2;Pichincha;FALTA DE ARMONIA;1;65;6;2;1;35;6;2;11
2;Pichincha;MUTUO ACUERDO;32;57;6;4;1;55;6;2;11
2;Pichincha;ABANDONO;11;62;6;9;1;46;6;9;10
2;Pichincha;MUTUO ACUERDO;38;60;6;4;1;57;6;1;11
2;Pichincha;MUTUO ACUERDO;33;61;6;1;1;56;6;8;11
2;Pichincha;ABANDONO;38;59;6;1;0;56;6;1;10
2;Guayas;MUTUO ACUERDO;6;65;6;3;0;34;6;4;11
2;Esmeraldas;ADULTERIO;12;58;4;1;1;52;6;3;11
2;Pichincha;MUTUO ACUERDO;5;55;6;8;0;41;6;8;11
2;Pichincha;MUTUO ACUERDO;28;51;6;1;1;58;6;9;11
2;Pichincha;MUTUO ACUERDO;27;53;6;8;0;52;6;1;10
2;Pichincha;MUTUO ACUERDO;19;52;6;8;1;57;6;8;11
2;Pichincha;MUTUO ACUERDO;5;51;6;1;1;50;6;3;11
2;Pichincha;MUTUO ACUERDO;22;52;6;8;1;44;6;1;11
2;Pichincha;MUTUO ACUERDO;16;45;6;1;1;44;6;1;11
2;Pichincha;MUTUO ACUERDO;5;51;6;1;1;47;6;8;11
2;Loja;MUTUO ACUERDO;19;42;6;9;1;39;6;9;11
2;Pichincha;MUTUO ACUERDO;14;50;6;8;1;43;6;1;11
2;Pichincha;MUTUO ACUERDO;23;44;6;8;1;42;6;9;11
2;Esmeraldas;ADULTERIO;20;51;6;3;0;48;6;1;10
2;Carchi;MUTUO ACUERDO;24;48;9;1;1;42;9;1;11
2;Pichincha;MUTUO ACUERDO;22;45;6;1;1;48;6;1;11
2;Pichincha;MUTUO ACUERDO;21;47;6;2;1;50;6;2;11
2;Pichincha;MUTUO ACUERDO;7;39;6;9;1;35;6;9;11
2;Loja;MUTUO ACUERDO;21;44;6;4;1;41;6;4;11
2;Pichincha;MUTUO ACUERDO;17;45;6;2;1;36;6;9;11
2;Pichincha;MUTUO ACUERDO;11;39;6;1;1;33;6;8;11
2;Pichincha;MUTUO ACUERDO;11;32;6;1;0;32;6;1;10
2;Pichincha;MUTUO ACUERDO;2;43;6;9;1;39;6;9;11
2;Carchi;MUTUO ACUERDO;16;44;9;0;1;41;9;0;11
2;Pichincha;ABANDONO;19;43;6;1;0;37;6;1;10
2;Pichincha;MUTUO ACUERDO;23;41;6;1;1;40;6;1;11
2;Pichincha;MUTUO ACUERDO;9;39;6;8;1;32;6;1;11
2;Pichincha;MUTUO ACUERDO;19;39;6;1;1;40;6;9;11
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;9;38;6;1;1;26;6;1;11
2;Pichincha;ABANDONO;5;40;6;1;1;31;6;8;11
2;Pichincha;MUTUO ACUERDO;9;36;6;1;0;35;6;1;10
2;Pichincha;MUTUO ACUERDO;5;46;6;9;1;35;6;9;11
2;Pichincha;ABANDONO;18;35;6;2;1;34;6;1;11
2;Manabí;ABANDONO;11;37;6;2;1;33;6;2;11
2;Pichincha;MUTUO ACUERDO;11;31;6;9;1;29;6;9;11
2;Manabí;ABANDONO;8;33;5;9;1;28;5;9;11
2;Pichincha;MUTUO ACUERDO;15;34;5;2;0;35;6;2;10
2;Pichincha;MUTUO ACUERDO;9;34;6;1;0;28;6;9;11
2;Pichincha;MUTUO ACUERDO;13;36;6;3;1;35;6;1;11
2;Pichincha;MUTUO ACUERDO;3;27;6;1;0;27;6;1;10
2;Pichincha;MUTUO ACUERDO;10;29;6;1;1;27;6;8;11
2;Imbabura;FALTA DE ARMONIA;6;35;6;4;1;25;6;4;11
2;Santo Domingo de los Tsáchilas;ABANDONO;9;28;6;1;1;28;6;1;11
2;Imbabura;MUTUO ACUERDO;7;30;6;4;1;37;6;4;11
2;Pichincha;MUTUO ACUERDO;8;30;6;1;0;27;6;1;10
2;Pichincha;MUTUO ACUERDO;6;27;6;1;1;29;6;1;11
2;Tungurahua;MUTUO ACUERDO;23;77;6;3;1;74;6;1;11
2;Tungurahua;ABANDONO;37;56;Afroecuatoriano/Afrodescendiente;4;0;51;1;4;10
2;Tungurahua;MUTUO ACUERDO;24;42;4;2;0;40;6;4;11
2;Tungurahua;MUTUO ACUERDO;7;40;6;1;1;41;6;1;11
2;Tungurahua;MUTUO ACUERDO;12;38;6;9;1;36;6;9;11
2;Tungurahua;MUTUO ACUERDO;3;29;4;9;1;27;6;4;10
2;Tungurahua;MUTUO ACUERDO;3;29;6;9;1;29;6;9;11
2;Tungurahua;MUTUO ACUERDO;3;25;6;1;1;22;6;1;11
2;Tungurahua;MUTUO ACUERDO;7;26;6;3;1;25;6;3;11
2;El Oro;MUTUO ACUERDO;26;48;6;3;1;47;6;4;11
2;Zamora Chinchipe;MUTUO ACUERDO;24;46;6;4;0;40;6;4;10
2;Galápagos;MUTUO ACUERDO;34;57;6;2;1;47;6;1;11
2;Galápagos;MUTUO ACUERDO;11;32;6;1;1;37;6;1;11
2;Guayas;ABANDONO;17;50;8;3;1;54;6;3;11
2;Santa Elena;MUTUO ACUERDO;5;24;6;1;1;24;6;1;11
2;Azuay;ABANDONO;12;55;7;9;1;44;6;2;11
2;Loja;MUTUO ACUERDO;23;46;7;0;1;51;6;9;11
2;Azuay;ABANDONO;29;74;6;1;1;64;6;1;11
2;Azuay;MUTUO ACUERDO;6;59;6;4;1;44;6;4;11
2;Azuay;MUTUO ACUERDO;30;52;6;3;1;47;6;3;11
2;Azuay;MUTUO ACUERDO;17;49;7;9;1;38;7;9;11
2;Azuay;MUTUO ACUERDO;6;38;6;9;1;33;6;9;11
2;Azuay;ABANDONO;22;43;6;3;1;43;6;3;11
2;Azuay;MUTUO ACUERDO;11;36;6;2;1;30;6;2;11
2;Azuay;MUTUO ACUERDO;18;38;6;3;1;37;6;3;11
2;Azuay;MUTUO ACUERDO;5;31;7;3;1;33;6;9;11
2;Azuay;AMENAZA CONTRA LA VIDA;12;33;6;1;0;33;6;1;10
2;Azuay;MUTUO ACUERDO;8;29;6;9;1;30;6;9;11
2;Azuay;MUTUO ACUERDO;8;36;6;4;1;32;6;4;11
2;Azuay;ABANDONO;8;33;6;3;0;26;6;3;11
2;Azuay;MUTUO ACUERDO;3;22;6;2;0;22;6;9;11
2;Azuay;MUTUO ACUERDO;10;30;6;4;1;29;6;1;11
2;Azuay;ABANDONO;1;21;6;1;1;21;6;1;10
2;Azuay;MUTUO ACUERDO;15;43;6;3;1;39;6;3;10
2;Cañar;MUTUO ACUERDO;33;60;6;1;1;52;6;1;11
2;Bolívar;MUTUO ACUERDO;0;45;6;9;1;32;6;8;11
2;Bolívar;ABANDONO;16;42;6;3;0;40;6;3;10
2;Chimborazo;ABANDONO;6;28;6;3;1;28;6;3;11
2;Pichincha;MUTUO ACUERDO;1;63;6;2;0;54;6;1;10
2;Cañar;ABANDONO;34;55;6;9;1;56;6;1;11
2;Cañar;ABANDONO;32;52;6;9;1;50;6;9;11
2;Azuay;ABANDONO;38;59;6;2;0;56;6;2;10
2;Cañar;MUTUO ACUERDO;16;49;6;1;1;36;6;9;11
2;Cañar;ABANDONO;21;42;6;4;1;41;6;4;10
2;Cañar;MUTUO ACUERDO;18;41;6;4;0;34;6;4;11
2;Cañar;ABANDONO;7;27;6;3;1;31;6;4;11
2;Cañar;MUTUO ACUERDO;2;23;6;1;0;20;6;1;10
2;Carchi;ABANDONO;39;71;9;2;1;59;9;2;11
2;Imbabura;ABANDONO;12;62;6;4;0;61;6;4;10
2;Carchi;ABANDONO;26;45;9;2;1;45;9;2;11
2;Pichincha;MUTUO ACUERDO;30;53;9;3;0;49;9;1;11
2;Pichincha;ABANDONO;24;51;6;1;1;57;6;1;11
2;Cotopaxi;MUTUO ACUERDO;30;51;6;3;1;54;6;3;11
2;Pichincha;MUTUO ACUERDO;27;48;6;9;1;49;6;9;11
2;Cotopaxi;ABANDONO;19;42;6;9;1;37;6;9;11
2;Cotopaxi;ABANDONO;11;34;6;9;0;37;7;1;11
2;Cotopaxi;ABANDONO;9;35;6;3;1;33;6;1;11
2;Cotopaxi;ABANDONO;4;26;6;3;1;38;6;6;11
2;Chimborazo;MUTUO ACUERDO;29;52;6;4;1;47;6;4;11
2;Chimborazo;ABANDONO;17;48;6;1;1;37;6;1;11
2;Chimborazo;MUTUO ACUERDO;26;45;6;3;1;44;6;3;11
2;Chimborazo;MUTUO ACUERDO;16;41;6;9;1;40;6;9;11
2;Chimborazo;ABANDONO;19;41;Afroecuatoriano/Afrodescendiente;4;1;40;1;4;11
2;Pichincha;ABANDONO;14;39;6;1;1;41;6;1;11
2;Chimborazo;ABANDONO;9;31;6;2;0;29;6;3;11
2;Chimborazo;ABANDONO;7;30;6;1;1;30;6;1;11
2;El Oro;MUTUO ACUERDO;34;55;6;3;1;55;6;3;11
2;El Oro;ABANDONO;23;46;6;4;1;46;6;4;11
2;El Oro;MUTUO ACUERDO;12;44;6;3;1;36;6;4;11
2;El Oro;MUTUO ACUERDO;9;38;6;4;1;38;6;3;11
2;El Oro;MUTUO ACUERDO;8;34;6;4;1;33;6;3;11
2;El Oro;ABANDONO;10;39;6;9;1;38;6;9;11
2;El Oro;ABANDONO;14;35;6;3;1;34;6;4;10
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;7;38;6;2;1;38;6;2;11
2;El Oro;ABANDONO;7;29;6;4;1;23;6;3;11
2;El Oro;MUTUO ACUERDO;3;28;6;9;1;22;6;1;11
2;El Oro;MUTUO ACUERDO;2;26;6;9;1;26;6;3;11
2;Azuay;MUTUO ACUERDO;6;27;6;1;1;25;6;1;11
2;Pichincha;ABANDONO;1;41;6;1;1;38;6;1;11
2;Esmeraldas;FALTA DE ARMONIA;10;41;6;1;1;31;6;9;11
2;Pichincha;MUTUO ACUERDO;12;32;6;1;0;34;6;3;10
2;Esmeraldas;FALTA DE ARMONIA;42;65;6;9;1;61;6;9;11
2;Guayas;MUTUO ACUERDO;34;61;6;3;1;58;6;3;11
2;Manabí;ABANDONO;41;61;6;1;1;65;6;1;11
2;Guayas;MUTUO ACUERDO;30;57;6;3;1;51;6;3;11
2;Guayas;MUTUO ACUERDO;21;56;6;3;1;50;6;3;11
2;Guayas;ABANDONO;32;59;6;3;1;55;6;3;11
2;Guayas;MUTUO ACUERDO;31;53;5;3;1;49;6;3;11
2;Guayas;MUTUO ACUERDO;30;53;6;3;1;60;6;1;11
2;Guayas;MUTUO ACUERDO;24;52;6;3;1;41;6;3;11
2;Guayas;DESCONOCIDO;26;48;6;3;1;47;6;3;11
2;Pichincha;MUTUO ACUERDO;21;43;6;1;1;43;6;1;11
2;Morona Santiago;MUTUO ACUERDO;0;48;5;1;1;46;6;2;11
2;Guayas;MUTUO ACUERDO;22;46;6;3;1;41;6;3;11
2;Guayas;MUTUO ACUERDO;15;46;6;3;1;44;6;3;11
2;Guayas;ABANDONO;22;44;6;3;1;40;6;3;11
2;Pichincha;MUTUO ACUERDO;24;42;6;4;1;45;6;4;11
2;Guayas;MUTUO ACUERDO;8;43;6;3;1;27;6;3;11
2;Guayas;MUTUO ACUERDO;17;39;6;3;1;37;6;3;11
2;Guayas;MUTUO ACUERDO;12;42;6;3;1;40;5;3;11
2;Guayas;ABANDONO;11;42;6;9;1;42;6;9;11
2;Guayas;MUTUO ACUERDO;6;42;6;3;1;42;6;3;11
2;Guayas;MUTUO ACUERDO;14;43;6;3;1;41;5;3;11
2;Guayas;MUTUO ACUERDO;2;27;6;3;1;26;6;3;11
2;Guayas;ABANDONO;5;39;6;3;1;30;6;1;11
2;Guayas;MUTUO ACUERDO;9;38;7;1;1;32;6;1;11
2;Galápagos;MUTUO ACUERDO;10;32;6;9;1;51;6;1;11
2;Santa Elena;MUTUO ACUERDO;13;36;6;8;1;35;6;1;11
2;Guayas;MUTUO ACUERDO;5;37;6;9;1;34;6;3;11
2;Guayas;ABANDONO;7;36;6;3;1;30;6;3;11
2;Guayas;ABANDONO;12;31;9;1;1;29;6;3;11
2;Manabí;MUTUO ACUERDO;3;32;6;9;1;31;6;1;11
2;Azuay;MUTUO ACUERDO;3;30;6;3;1;26;6;2;11
2;Guayas;ABANDONO;5;23;6;3;1;24;6;3;11
2;Guayas;ABANDONO;7;45;8;3;1;43;5;2;11
2;Imbabura;MUTUO ACUERDO;16;48;6;4;1;48;6;4;11
2;Imbabura;MUTUO ACUERDO;5;36;9;3;1;27;9;1;11
2;Imbabura;MUTUO ACUERDO;2;29;6;1;1;28;6;1;11
2;Imbabura;MUTUO ACUERDO;5;22;4;1;1;27;6;3;11
2;Pichincha;ABANDONO;32;63;6;3;0;78;6;3;10
2;El Oro;MUTUO ACUERDO;23;47;6;3;1;47;6;3;11
2;Loja;MUTUO ACUERDO;4;32;6;9;1;31;6;9;11
2;Loja;MUTUO ACUERDO;11;37;6;9;1;34;6;3;11
2;Loja;ABANDONO;4;32;6;9;1;28;6;9;11
2;Loja;MUTUO ACUERDO;13;34;6;3;1;31;6;9;11
2;Carchi;MUTUO ACUERDO;5;28;6;1;1;30;6;9;11
2;Los Ríos;ABANDONO;27;51;5;1;1;48;4;1;11
2;Esmeraldas;ADULTERIO;12;49;4;1;1;29;6;3;11
2;Tungurahua;MUTUO ACUERDO;24;47;6;3;1;45;6;4;11
2;Los Ríos;ABANDONO;21;44;6;1;1;42;6;1;11
2;Los Ríos;ABANDONO;11;35;6;1;1;31;6;1;11
2;Manabí;MUTUO ACUERDO;20;84;6;4;1;49;6;1;11
2;Manabí;MUTUO ACUERDO;34;60;6;9;1;53;6;1;11
2;Manabí;MUTUO ACUERDO;35;62;6;4;0;53;6;2;11
2;Manabí;ABANDONO;36;60;6;3;1;57;6;3;10
2;Manabí;MUTUO ACUERDO;39;64;6;1;1;63;6;9;11
2;Guayas;ABANDONO;15;49;6;3;1;46;6;3;11
2;Manabí;MUTUO ACUERDO;15;49;6;1;1;48;6;8;11
2;Manabí;ABANDONO;10;43;6;9;1;47;6;9;11
2;Manabí;MUTUO ACUERDO;24;48;6;3;1;44;6;9;10
2;Manabí;MUTUO ACUERDO;25;45;6;2;1;41;6;2;11
2;Santo Domingo de los Tsáchilas;ABANDONO;10;42;6;2;1;48;6;3;11
2;Santa Elena;MUTUO ACUERDO;21;43;6;1;1;41;9;1;11
2;Manabí;MUTUO ACUERDO;24;50;6;1;1;40;6;1;11
2;Manabí;MUTUO ACUERDO;15;40;6;1;1;34;6;2;11
2;Manabí;MUTUO ACUERDO;22;41;6;4;1;35;6;2;11
2;Manabí;ABANDONO;9;39;6;3;1;34;6;9;11
2;Manabí;MUTUO ACUERDO;8;33;6;1;1;28;6;1;11
2;Manabí;ABANDONO;17;40;5;3;1;35;5;9;11
2;Manabí;MUTUO ACUERDO;7;34;6;1;1;25;9;3;11
2;Manabí;ABANDONO;8;28;6;1;1;28;6;1;11
2;Manabí;MUTUO ACUERDO;5;22;6;1;1;23;6;1;11
2;Pichincha;MUTUO ACUERDO;6;28;6;1;1;26;6;1;11
2;Orellana;MUTUO ACUERDO;25;47;6;1;1;44;6;1;11
2;Napo;FALTA DE ARMONIA;3;30;6;1;1;35;6;2;11
2;Pichincha;MUTUO ACUERDO;24;53;6;8;1;42;6;1;11
2;Pichincha;MUTUO ACUERDO;48;72;6;1;1;67;6;1;11
2;Pichincha;MUTUO ACUERDO;32;57;6;1;0;53;6;1;10
2;Pichincha;MUTUO ACUERDO;39;62;6;2;1;66;6;2;11
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;36;68;6;2;1;61;6;2;11
2;Pichincha;MUTUO ACUERDO;10;41;6;9;1;32;6;1;11
2;Pichincha;MUTUO ACUERDO;12;54;6;9;1;49;6;2;11
2;Pichincha;ABANDONO;35;53;6;2;1;52;6;4;11
2;Pichincha;MUTUO ACUERDO;36;57;6;1;1;51;6;1;11
2;Pichincha;ABANDONO;11;48;6;9;1;41;8;0;11
2;Pichincha;MUTUO ACUERDO;23;47;6;1;1;42;6;9;11
2;Pichincha;ABANDONO;25;54;6;1;0;50;6;1;10
2;Pichincha;MUTUO ACUERDO;23;52;6;1;1;50;6;1;11
2;Pichincha;MUTUO ACUERDO;27;53;6;1;1;44;6;1;11
2;Pichincha;MUTUO ACUERDO;11;44;6;9;1;42;6;9;11
2;Tungurahua;MUTUO ACUERDO;6;51;4;2;1;45;6;1;11
2;Pichincha;MUTUO ACUERDO;27;48;6;1;0;44;6;1;10
2;Pichincha;ABANDONO;14;45;6;5;1;44;6;8;11
2;Pichincha;FALTA DE ARMONIA;18;49;6;9;1;53;6;9;11
2;Pichincha;MUTUO ACUERDO;24;50;6;9;1;50;6;9;11
2;Pichincha;MUTUO ACUERDO;1;41;6;9;1;29;6;9;11
2;Pichincha;ABANDONO;20;47;6;8;1;48;6;1;11
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;23;47;6;1;1;44;6;5;11
2;Pichincha;MUTUO ACUERDO;13;48;6;1;0;33;6;1;10
2;Esmeraldas;ADULTERIO;31;69;6;9;1;57;6;1;11
2;Pichincha;ABANDONO;23;46;6;1;0;42;6;1;10
2;Pichincha;MUTUO ACUERDO;9;36;6;1;1;38;6;1;11
2;Pichincha;MUTUO ACUERDO;17;44;6;1;1;43;6;1;11
2;Pichincha;MUTUO ACUERDO;1;31;7;8;0;34;8;5;10
2;Pichincha;MUTUO ACUERDO;15;38;6;1;1;37;6;1;11
2;Pichincha;MUTUO ACUERDO;2;38;6;1;0;39;6;8;10
2;Pichincha;MUTUO ACUERDO;22;41;6;1;1;43;6;1;11
2;Pichincha;MUTUO ACUERDO;6;36;6;1;1;41;6;1;11
2;Azuay;MUTUO ACUERDO;19;40;6;1;1;47;6;3;11
2;Pichincha;MUTUO ACUERDO;12;35;6;1;1;35;6;1;11
2;Pichincha;MUTUO ACUERDO;7;32;6;9;1;30;6;9;11
2;El Oro;FALTA DE ARMONIA;11;36;6;3;1;30;6;3;11
2;Pichincha;MUTUO ACUERDO;9;33;6;3;0;29;6;1;10
2;Pichincha;MUTUO ACUERDO;7;35;6;1;1;28;6;4;11
2;Pichincha;MUTUO ACUERDO;15;37;6;2;0;35;6;2;10
2;Pichincha;ABANDONO;4;34;6;1;1;28;6;2;10
2;Pichincha;MUTUO ACUERDO;13;34;6;1;1;35;6;9;11
2;Pichincha;MUTUO ACUERDO;7;31;6;9;1;28;6;9;11
2;Pichincha;MUTUO ACUERDO;5;26;6;1;0;24;6;1;10
2;Pichincha;MUTUO ACUERDO;4;25;6;2;1;23;6;9;11
2;Pichincha;ABANDONO;3;29;6;1;1;28;6;1;11
2;Chimborazo;ABANDONO;10;30;Afroecuatoriano/Afrodescendiente;2;0;34;1;4;10
2;Pichincha;ABANDONO;11;30;6;2;0;30;6;2;11
2;Pichincha;MUTUO ACUERDO;6;28;6;9;1;26;6;9;11
2;Pichincha;MUTUO ACUERDO;5;28;6;1;0;23;6;1;10
2;Tungurahua;MUTUO ACUERDO;29;62;6;8;1;54;6;1;11
2;Tungurahua;MUTUO ACUERDO;8;57;6;1;1;56;6;1;11
2;Tungurahua;MUTUO ACUERDO;34;57;6;1;1;53;6;1;11
2;Tungurahua;ABANDONO;29;51;6;2;1;51;6;2;11
2;Tungurahua;ABANDONO;4;41;6;2;1;44;6;1;11
2;Tungurahua;MUTUO ACUERDO;17;46;6;1;0;60;6;7;11
2;Tungurahua;MUTUO ACUERDO;14;41;4;1;1;35;6;1;11
2;Azuay;ABANDONO;12;35;6;3;1;35;6;1;10
2;Tungurahua;MUTUO ACUERDO;20;40;6;2;0;46;6;2;10
2;Tungurahua;DESCONOCIDO;19;38;6;1;1;37;6;1;11
2;Tungurahua;MUTUO ACUERDO;9;26;6;3;1;26;6;3;11
2;Tungurahua;ABANDONO;5;26;6;2;0;22;6;1;10
2;Orellana;DESCONOCIDO;6;30;6;1;1;25;6;1;11
